How Low Can You Go with Feedback - 4 x Resolution - Feedback Condition
Subject number:	monkey
Category Sequence:	seq2
Sex:	monkey
Age:	monkey
Experiment Started:	Monday, March 20, 2017	4:13:42 PM
Experiment Finished:	Monday, March 20, 2017	4:16:34 PM
Trial Sequence (Sorted)
Image Set	Image Resolution	Category	Trial Type		Left Image Filename			Right Image Filename		Response	Response Time (ms)
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0299-f261e5ab7a2348c59bc67f84f6b81a8d-4x4-0110.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0299-a123f0c4736e49b8b7f1396aaf16b95d-4x4-0075.jpg	6	39708
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0362-1d3d60601dc24330bb5741916fcb461d-4x4-0434.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0357-880f62ae0b23489cb93dc50b0bb2842f-4x4-0280.jpg	1	39841
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0495-a72f96a4bc4f4f13ab140295bd9628d3-4x4-0632.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0495-d62b385b3f4d4d67add7e3007eb22901-4x4-0647.jpg	8	39975
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0357-0623d563cbb8414cae51b3427bf33475-4x4-0227.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0299-5ea3156b9c784916ad913f42a6dbec94-4x4-0047.jpg	12	40175
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0299-f4166de16c8b44df95220d196e87b09f-4x4-0113.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0357-d7726b12ce1e46b498a95a3838531f6a-4x4-0323.jpg	12	40242
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0362-00689c635a2a492288e248934772f741-4x4-0426.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0545-db1563ae448c4dc4af717a21625a0b53-4x4-0742.jpg	9	40976
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0495-34b84f3126ac4f3582c3a9d4ed51dab0-4x4-0590.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0355-68ecb0ea6e0f457ba2de630d0e4fde52-4x4-0154.jpg	9	41243
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0495-b9ba9a34735f4f74a8ff874479f56c10-4x4-0639.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0355-4e4d5528ceaf44b1858e112fa6cc613b-4x4-0145.jpg	7	41377
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0362-5fb72a77a7c545b1800e48e82f83b389-4x4-0455.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0355-42135db364044585845ebd5541922a6e-4x4-0141.jpg	5	42027
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0299-f4ff19a4916a4ca9b01d10bdca0883ea-4x4-0114.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0362-650c798ee68448fe9bebfca27270e0a3-4x4-0457.jpg	7	42428
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0494-9f0d508f327541ccb624c194431bf084-4x4-0549.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0545-2e637c3b4c6f4a41a6f06c95c03ab55d-4x4-0680.jpg	3	42560
birds	4x4	accipitridae	match	imageLeft:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0545-83e208e11db74fd690050f10524e32c6-4x4-0712.jpg	imageRight:	/Users/Matthew/HowLowFeedback1/images/birds/4x4/accipitridae/	accipitridae-0299-dec90c420957413b90c4be86b73be1f7-4x4-0099.jpg	10	42962
